gapy --target=gapuino_v3 --platform=board --work-dir=/home/gap8/gap_sdk/Transfer_GAP8-_test_Memory/BUILD/GAP8_V3/GCC_RISCV_PULPOS      run --exec-prepare --exec --binary=/home/gap8/gap_sdk/Transfer_GAP8-_test_Memory/BUILD/GAP8_V3/GCC_RISCV_PULPOS/test_mem  
TARGET create
309 0.000012 25957660.000000
310 0.000012 26041666.000000
311 0.000012 26125670.000000
312 0.000012 26209676.000000
313 0.000012 26223192.000000
314 0.000012 26377686.000000
315 0.000012 26461692.000000
316 0.000012 26474532.000000
317 0.000012 26558312.000000
318 0.000012 26642092.000000
319 0.000012 26797714.000000
320 0.000012 26809654.000000
321 0.000012 26965724.000000
322 0.000012 27049730.000000
323 0.000012 27133736.000000
324 0.000012 27217740.000000
325 0.000012 27228554.000000
326 0.000012 27312334.000000
327 0.000012 27469756.000000
328 0.000012 27553762.000000
329 0.000012 27637768.000000
330 0.000012 27721772.000000
331 0.000012 27805778.000000
332 0.000012 27889784.000000
333 0.000012 27973790.000000
334 0.000012 28057794.000000
335 0.000012 28141800.000000
336 0.000012 28225806.000000
337 0.000012 28309810.000000
338 0.000012 28393816.000000
339 0.000012 28401476.000000
340 0.000012 28485256.000000
341 0.000012 28569036.000000
342 0.000012 28729838.000000
343 0.000012 28736596.000000
344 0.000012 28897848.000000
345 0.000012 28981854.000000
346 0.000012 29065858.000000
347 0.000012 29149864.000000
348 0.000012 29233870.000000
349 0.000012 29317876.000000
350 0.000012 29323058.000000
351 0.000012 29485886.000000
352 0.000012 29490618.000000
353 0.000012 29653896.000000
354 0.000012 29737902.000000
355 0.000012 29741958.000000
356 0.000012 29905912.000000
357 0.000012 29989918.000000
358 0.000012 30073924.000000
359 0.000012 30157928.000000
360 0.000012 30160860.000000
361 0.000012 30244640.000000
362 0.000012 30409944.000000
363 0.000012 30576146.000000
364 0.000012 30577956.000000
365 0.000012 30661960.000000
366 0.000012 30663540.000000
367 0.000012 30829972.000000
368 0.000012 30913978.000000
369 0.000012 30997982.000000
370 0.000012 31081988.000000
371 0.000012 31082442.000000
372 0.000012 31249998.000000
373 0.000012 31334004.000000
374 0.000012 31418010.000000
375 0.000012 31417562.000000
376 0.000012 31501342.000000
377 0.000012 31670026.000000
378 0.000012 31668902.000000
379 0.000012 31838036.000000
380 0.000012 31836464.000000
381 0.000012 32006046.000000
382 0.000012 32004024.000000
383 0.000012 32174058.000000
384 0.000012 32345014.000000
385 0.000012 32342068.000000
386 0.000012 32339144.000000
387 0.000012 32422924.000000
388 0.000012 32594084.000000
389 0.000012 32678090.000000
390 0.000012 32762096.000000
391 0.000012 32846100.000000
392 0.000012 32841826.000000
393 0.000012 33014112.000000
394 0.000012 33098116.000000
395 0.000012 33182122.000000
396 0.000012 33176946.000000
397 0.000012 33440028.000000
398 0.000012 33344506.000000
399 0.000012 33518144.000000
400 0.000012 33602148.000000
401 0.000012 33686156.000000
402 0.000012 33679628.000000
403 0.000012 33854164.000000
404 0.000012 34029648.000000
405 0.000012 33930968.000000
406 0.000012 34106180.000000
407 0.000012 34190188.000000
408 0.000012 34182308.000000
409 0.000012 34358196.000000
410 0.000012 34442204.000000
411 0.000012 34526208.000000
412 0.000012 34610212.000000
413 0.000012 34694220.000000
414 0.000012 34592248.000000
415 0.000012 34862228.000000
416 0.000012 34946236.000000
417 0.000012 34842916.000000
418 0.000012 35114244.000000
419 0.000012 35388516.000000
420 0.000012 35282256.000000
421 0.000012 35366260.000000
422 0.000012 35260696.000000
423 0.000012 35344252.000000
424 0.000012 35427808.000000
425 0.000012 35702284.000000
426 0.000012 35786288.000000
427 0.000012 35870296.000000
428 0.000012 35954300.000000
429 0.000012 36038304.000000
430 0.000012 36122312.000000
431 0.000012 36206316.000000
432 0.000012 36096256.000000
433 0.000012 36374328.000000
434 0.000012 36458332.000000
435 0.000012 36346924.000000
436 0.000012 36626344.000000
437 0.000012 36908784.000000
438 0.000012 36597596.000000
439 0.000012 36681152.000000
440 0.000012 37162164.000000
441 0.000012 36848264.000000
442 0.000012 37130376.000000
443 0.000012 37214380.000000
444 0.000012 37298384.000000
445 0.000012 37382392.000000
446 0.000012 37466396.000000
447 0.000012 37349600.000000
448 0.000012 37634408.000000
449 0.000012 37718412.000000
450 0.000012 37802416.000000
451 0.000012 37886424.000000
452 0.000012 37970428.000000
453 0.000012 38260136.000000
454 0.000012 38138440.000000
455 0.000012 38222444.000000
456 0.000012 38306448.000000
457 0.000012 38390456.000000
458 0.000012 38474460.000000
459 0.000012 38558468.000000
460 0.000012 38642472.000000
461 0.000012 38726476.000000
462 0.000012 38810484.000000
463 0.000012 38686496.000000
464 0.000012 38978492.000000
465 0.000012 38853612.000000
466 0.000012 39146504.000000
467 0.000012 39020724.000000
468 0.000012 39104280.000000
469 0.000012 39398520.000000
470 0.000012 39271392.000000
471 0.000012 39354948.000000
472 0.000012 39650536.000000
473 0.000012 39522060.000000
474 0.000012 39605616.000000
475 0.000012 39902552.000000
476 0.000012 39986556.000000
477 0.000012 40070564.000000
478 0.000012 39939840.000000
479 0.000012 40238572.000000
480 0.000012 40322580.000000
481 0.000012 40190508.000000
482 0.000012 40274064.000000
483 0.000012 40574596.000000
484 0.000012 40658600.000000
485 0.000012 40742604.000000
486 0.000012 40826612.000000
487 0.000012 40910616.000000
488 0.000012 40994620.000000
489 0.000012 41078628.000000
490 0.000012 41162632.000000
491 0.000012 41246636.000000
492 0.000012 41109628.000000
493 0.000012 41414648.000000
494 0.000012 41498656.000000
495 0.000012 41582660.000000
496 0.000012 41666664.000000
497 0.000012 41527408.000000
498 0.000012 41834676.000000
499 0.000012 41694520.000000
500 0.000012 42002688.000000
501 0.000012 42086692.000000
502 0.000012 42170696.000000
503 0.000012 42254704.000000
504 0.000012 42338708.000000
505 0.000012 42422712.000000
506 0.000012 42506720.000000
507 0.000012 42590724.000000
508 0.000012 42674728.000000
509 0.000012 42758736.000000
510 0.000012 42842740.000000
511 0.000012 42926744.000000
512 0.000012 43010752.000000
513 0.000012 43094756.000000
514 0.000012 43178760.000000
515 0.000012 43031416.000000
516 0.000012 43346772.000000
517 0.000012 43430776.000000
518 0.000012 43514784.000000
519 0.000012 43598788.000000
520 0.000012 43918920.000000
521 0.000012 43532756.000000
522 0.000012 43616312.000000
523 0.000012 43699868.000000
524 0.000012 44018816.000000
525 0.000012 44102820.000000
526 0.000012 44186824.000000
527 0.000012 44270832.000000
528 0.000012 44354836.000000
529 0.000012 44438844.000000
530 0.000012 44522848.000000
531 0.000012 44606852.000000
532 0.000012 44690860.000000
533 0.000012 44535428.000000
534 0.000012 44858868.000000
535 0.000012 44942876.000000
536 0.000012 45026880.000000
537 0.000012 45110884.000000
538 0.000012 45194892.000000
539 0.000012 45278896.000000
540 0.000012 45362900.000000
541 0.000012 45446908.000000
542 0.000012 45287432.000000
543 0.000012 45370988.000000
544 0.000012 45698924.000000
545 0.000012 45782928.000000
546 0.000012 45866932.000000
547 0.000012 45950940.000000
548 0.000012 46034944.000000
549 0.000012 46118948.000000
550 0.000012 45955884.000000
551 0.000012 46286960.000000
552 0.000012 46370964.000000
553 0.000012 46454972.000000
554 0.000012 46290108.000000
555 0.000012 46622980.000000
556 0.000012 46706988.000000
557 0.000012 46790992.000000
558 0.000012 46874996.000000
559 0.000012 46959004.000000
560 0.000012 46791444.000000
561 0.000012 47127016.000000
562 0.000012 47211020.000000
563 0.000012 47295024.000000
564 0.000012 47379032.000000
565 0.000012 47463036.000000
566 0.000012 47547040.000000
567 0.000012 47631048.000000
568 0.000012 47715052.000000
569 0.000012 47543448.000000
570 0.000012 47883064.000000
571 0.000012 47710564.000000
572 0.000012 48051072.000000
573 0.000012 48135080.000000
574 0.000012 48219084.000000
575 0.000012 48303088.000000
576 0.000012 48387096.000000
577 0.000012 48471100.000000
578 0.000012 48555104.000000
579 0.000012 48379012.000000
580 0.000012 48723116.000000
581 0.000012 48807120.000000
582 0.000012 48629680.000000
583 0.000012 48975132.000000
584 0.000012 49059136.000000
585 0.000012 49143144.000000
586 0.000012 49227148.000000
587 0.000012 49047460.000000
588 0.000012 49395160.000000
589 0.000012 49479164.000000
590 0.000012 49563168.000000
591 0.000012 49647176.000000
592 0.000012 49465240.000000
593 0.000012 49815184.000000
594 0.000012 49899192.000000
595 0.000012 49983196.000000
596 0.000012 50067204.000000
597 0.000012 50151208.000000
598 0.000012 50235212.000000
599 0.000012 50050136.000000
600 0.000012 50403224.000000
601 0.000012 50487228.000000
602 0.000012 50571236.000000
603 0.000012 50655240.000000
604 0.000012 50739244.000000
605 0.000012 50823252.000000
606 0.000012 50907256.000000
607 0.000012 50718584.000000
608 0.000012 51075268.000000
609 0.000012 51159272.000000
610 0.000012 51243276.000000
611 0.000012 51052808.000000
612 0.000012 51411288.000000
613 0.000012 51495292.000000
614 0.000012 51579300.000000
615 0.000012 51663304.000000
616 0.000012 51747308.000000
617 0.000012 51831316.000000
618 0.000012 51915320.000000
619 0.000012 51999324.000000
620 0.000012 52364868.000000
621 0.000012 52167336.000000
622 0.000012 51971924.000000
623 0.000012 52055480.000000
624 0.000012 52139040.000000
625 0.000012 52503356.000000
626 0.000012 52587364.000000
627 0.000012 52671368.000000
628 0.000012 52755372.000000
629 0.000012 52839380.000000
630 0.000012 52923384.000000
631 0.000012 53007392.000000
632 0.000012 53091396.000000
633 0.000012 53175400.000000
634 0.000012 52974600.000000
635 0.000012 53343412.000000
636 0.000012 53427416.000000
637 0.000012 53511424.000000
638 0.000012 53308824.000000
639 0.000012 53679432.000000
640 0.000012 53763440.000000
641 0.000012 53847444.000000
642 0.000012 53931448.000000
643 0.000012 54015456.000000
644 0.000012 54099460.000000
645 0.000012 54183464.000000
646 0.000012 54267472.000000
647 0.000012 54060828.000000
648 0.000012 54435480.000000
649 0.000012 54519488.000000
650 0.000012 54603492.000000
651 0.000012 54687496.000000
652 0.000012 54478612.000000
653 0.000012 54855508.000000
654 0.000012 54939512.000000
655 0.000012 55023520.000000
656 0.000012 55107524.000000
657 0.000012 55191528.000000
658 0.000012 55275536.000000
659 0.000012 55063504.000000
660 0.000012 55443544.000000
661 0.000012 55230616.000000
662 0.000012 55611556.000000
663 0.000012 55695564.000000
664 0.000012 55779568.000000
665 0.000012 55863572.000000
666 0.000012 55947580.000000
667 0.000012 56031584.000000
668 0.000012 56115588.000000
669 0.000012 56199596.000000
670 0.000012 56283600.000000
671 0.000012 56367604.000000
672 0.000012 56451612.000000
673 0.000012 56535616.000000
674 0.000012 56619620.000000
675 0.000012 56400400.000000
676 0.000012 56787632.000000
677 0.000012 56871636.000000
678 0.000012 56955644.000000
679 0.000012 57039648.000000
680 0.000012 57123652.000000
681 0.000012 57207660.000000
682 0.000012 57291664.000000
683 0.000012 57375668.000000
684 0.000012 57459676.000000
685 0.000012 57543680.000000
686 0.000012 57627684.000000
687 0.000012 57711692.000000
688 0.000012 57795696.000000
689 0.000012 57570188.000000
690 0.000012 57963708.000000
691 0.000012 57737300.000000
692 0.000012 58131716.000000
693 0.000012 58215724.000000
694 0.000012 58299728.000000
695 0.000012 58383732.000000
696 0.000012 58467740.000000
697 0.000012 58551744.000000
698 0.000012 58635752.000000
699 0.000012 58719756.000000
700 0.000012 58803760.000000
701 0.000012 58887768.000000
702 0.000012 58971772.000000
703 0.000012 59055776.000000
704 0.000012 59139784.000000
705 0.000012 59223788.000000
706 0.000012 59307792.000000
707 0.000012 59391800.000000
708 0.000012 59475804.000000
709 0.000012 59559808.000000
710 0.000012 59643816.000000
711 0.000012 59408424.000000
712 0.000012 59491980.000000
713 0.000012 59895832.000000
714 0.000012 59979836.000000
715 0.000012 60063840.000000
716 0.000012 60147848.000000
717 0.000012 60231852.000000
718 0.000012 59993316.000000
719 0.000012 60399864.000000
720 0.000012 60483868.000000
721 0.000012 60243984.000000
722 0.000012 60327540.000000
723 0.000012 60735884.000000
724 0.000012 60819888.000000
725 0.000012 60903896.000000
726 0.000012 60987900.000000
727 0.000012 60745320.000000
728 0.000012 61155912.000000
729 0.000012 60912432.000000
730 0.000012 61323920.000000
731 0.000012 61079548.000000
732 0.000012 61163104.000000
733 0.000012 61575940.000000
734 0.000012 61330216.000000
735 0.000012 62077704.000000
736 0.000012 61827956.000000
737 0.000012 61911960.000000
738 0.000012 61664440.000000
739 0.000012 62079972.000000
740 0.000012 61831552.000000
741 0.000012 61915108.000000
742 0.000012 62331988.000000
743 0.000012 62415992.000000
744 0.000012 62499996.000000
745 0.000012 62584004.000000
746 0.000012 62668008.000000
747 0.000012 62752012.000000
748 0.000012 62836020.000000
749 0.000012 62583556.000000
750 0.000012 63004028.000000
751 0.000012 63088036.000000
752 0.000012 63172040.000000
753 0.000012 63256044.000000
754 0.000012 63340052.000000
755 0.000012 63424056.000000
756 0.000012 63508060.000000
757 0.000012 63592068.000000
758 0.000012 63335564.000000
759 0.000012 63760076.000000
760 0.000012 63844084.000000
761 0.000012 63928088.000000
762 0.000012 64012092.000000
763 0.000012 64096100.000000
764 0.000012 64180104.000000
765 0.000012 64264112.000000
766 0.000012 64348116.000000
767 0.000012 64087568.000000
768 0.000012 64516128.000000
769 0.000012 64600132.000000
770 0.000012 64684136.000000
771 0.000012 64768144.000000
772 0.000012 64852148.000000
773 0.000012 65287164.000000
774 0.000012 65020160.000000
775 0.000012 64756016.000000
776 0.000012 65188168.000000
777 0.000012 65272176.000000
778 0.000012 65006684.000000
779 0.000012 65440184.000000
780 0.000012 65524192.000000
781 0.000012 65608196.000000
782 0.000012 65692200.000000
783 0.000012 65776208.000000
784 0.000012 65860212.000000
785 0.000012 65591580.000000
786 0.000012 66028224.000000
787 0.000012 66112228.000000
788 0.000012 66196232.000000
789 0.000012 66280240.000000
790 0.000012 66009360.000000
791 0.000012 66448248.000000
792 0.000012 66532256.000000
793 0.000012 66616260.000000
794 0.000012 66700264.000000
795 0.000012 66427140.000000
796 0.000012 66868276.000000
797 0.000012 66952280.000000
798 0.000012 67036288.000000
799 0.000012 67120296.000000
800 0.000012 67204296.000000
801 0.000012 67288304.000000
802 0.000012 67372312.000000
803 0.000012 67456312.000000
804 0.000012 67540320.000000
805 0.000012 67262704.000000
806 0.000012 67708328.000000
807 0.000012 67792336.000000
808 0.000012 67876344.000000
809 0.000012 67960344.000000
810 0.000012 68044352.000000
811 0.000012 67403592.000000
812 0.000012 68212360.000000
813 0.000012 68296368.000000
814 0.000012 68380376.000000
815 0.000012 68464376.000000
816 0.000012 68548384.000000
817 0.000012 68632392.000000
818 0.000012 68716392.000000
819 0.000012 68800400.000000
820 0.000012 68884408.000000
821 0.000012 68968408.000000
822 0.000012 69052416.000000
823 0.000012 69136424.000000
824 0.000012 69220424.000000
825 0.000012 69304432.000000
826 0.000012 68650264.000000
827 0.000012 68733376.000000
828 0.000012 69556448.000000
829 0.000012 69640456.000000
830 0.000012 69724456.000000
831 0.000012 69808464.000000
832 0.000012 69892472.000000
833 0.000012 69976472.000000
834 0.000012 70060480.000000
835 0.000012 70144488.000000
836 0.000012 70228488.000000
837 0.000012 70312496.000000
838 0.000012 69647608.000000
839 0.000012 70480504.000000
840 0.000012 70564512.000000
841 0.000012 70648520.000000
842 0.000012 70732520.000000
843 0.000012 70816528.000000
844 0.000012 70900536.000000
845 0.000012 70984536.000000
846 0.000012 71068544.000000
847 0.000012 71152552.000000
848 0.000012 71236552.000000
849 0.000012 71320560.000000
850 0.000012 71404568.000000
851 0.000012 71488576.000000
852 0.000012 71572576.000000
853 0.000012 71656584.000000
854 0.000012 70977392.000000
855 0.000012 71824592.000000
856 0.000012 71908600.000000
857 0.000012 71992608.000000
858 0.000012 72076608.000000
859 0.000012 72160616.000000
860 0.000012 72244624.000000
861 0.000012 72328624.000000
862 0.000012 72412632.000000
863 0.000012 71725400.000000
864 0.000012 72580640.000000
865 0.000012 72664648.000000
866 0.000012 72748656.000000
867 0.000012 72832656.000000
868 0.000012 72140960.000000
869 0.000012 73000672.000000
870 0.000012 73084672.000000
871 0.000012 73168680.000000
872 0.000012 73252688.000000
873 0.000012 73336688.000000
874 0.000012 73420696.000000
875 0.000012 73504704.000000
876 0.000012 73588704.000000
877 0.000012 72888960.000000
878 0.000012 73756720.000000
879 0.000012 73840720.000000
880 0.000012 73924728.000000
881 0.000012 74008736.000000
882 0.000012 74092736.000000
883 0.000012 74176744.000000
884 0.000012 74260752.000000
885 0.000012 74344752.000000
886 0.000012 74428760.000000
887 0.000012 74512768.000000
888 0.000012 74596768.000000
889 0.000012 74680776.000000
890 0.000012 74764784.000000
891 0.000012 74848784.000000
892 0.000012 74932792.000000
893 0.000012 75016800.000000
894 0.000012 75100800.000000
895 0.000012 75184808.000000
896 0.000012 75268816.000000
897 0.000012 75352816.000000
898 0.000012 75436824.000000
899 0.000012 75520832.000000
900 0.000012 75604832.000000
901 0.000012 75688840.000000
902 0.000012 75772848.000000
903 0.000012 75856848.000000
904 0.000012 75940856.000000
905 0.000012 76024864.000000
906 0.000012 76108864.000000
907 0.000012 76192872.000000
908 0.000012 75465424.000000
909 0.000012 76360880.000000
910 0.000012 76444888.000000
911 0.000012 76528896.000000
912 0.000012 76612896.000000
913 0.000012 76696904.000000
914 0.000012 76780912.000000
915 0.000012 76864912.000000
916 0.000012 76948920.000000
917 0.000012 77032928.000000
918 0.000012 77116936.000000
919 0.000012 77200936.000000
920 0.000012 77284944.000000
921 0.000012 77368952.000000
922 0.000012 77452952.000000
923 0.000012 77536960.000000
924 0.000012 77620968.000000
925 0.000012 77704968.000000
926 0.000012 77788976.000000
927 0.000012 77872984.000000
928 0.000012 77956984.000000
929 0.000012 78040992.000000
930 0.000012 78125000.000000
931 0.000012 78209000.000000
932 0.000012 78293008.000000
933 0.000012 78377016.000000
934 0.000012 78461016.000000
935 0.000012 78545024.000000
936 0.000012 78629032.000000
937 0.000012 78713032.000000
938 0.000012 78797040.000000
939 0.000012 78881048.000000
940 0.000012 78965048.000000
941 0.000012 78208112.000000
942 0.000012 79133064.000000
943 0.000012 79217064.000000
944 0.000012 79301072.000000
945 0.000012 79385080.000000
946 0.000012 78623672.000000
947 0.000012 78706784.000000
948 0.000012 79637096.000000
949 0.000012 79721096.000000
950 0.000012 79805104.000000
951 0.000012 79889112.000000
952 0.000012 79973112.000000
953 0.000012 80057120.000000
954 0.000012 80141128.000000
955 0.000012 80225128.000000
956 0.000012 80309136.000000
957 0.000012 80393144.000000
958 0.000012 81351904.000000
959 0.000012 80561152.000000
960 0.000012 80645160.000000
961 0.000012 80729160.000000
962 0.000012 80813168.000000
963 0.000012 80897176.000000
964 0.000012 80981176.000000
965 0.000012 81065184.000000
966 0.000012 81149192.000000
967 0.000012 81233192.000000
968 0.000012 81317200.000000
969 0.000012 81401208.000000
970 0.000012 81485208.000000
971 0.000012 81569216.000000
